movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry (and forcing her to say the same). —Anonymous",United States,English,Vincent Gallo,1998.0,1 hour 50 minutes,18,stockholm syndrome,release from prison,posing as someone's girlfriend
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,"A shuttle's unfortunate demise in outer space alerts NASA to a doomsday asteroid that is on a collision course with Earth. it seems that the only way to knock it off course is to drill into its surface and detonate a nuclear weapon. But as NASA's underfunded yet resourceful team trains the world's best drillers for the job, the world's social order begins to break down as the information reaches the public and hysteria results. As high-ranking officials play politics with the effort, members of the drilling team face deep personal issues that might jeopardize humanity's last chance. —Paul Cezanne <Cezanne36@hotmail.com>",United States,"English, Russian, Indonesian",Michael Bay,1998.0,2 hours 31 minutes,12,asteroid,astronaut,outer space
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang. —yusufpiskin",United States,"English, Cantonese, Mandarin",Richard Donner,1998.0,2 hours 7 minutes,18,heroism,kung fu,martial arts
1919,Madeline (1998),Children|Comedy,"The adventurous, young Madeline is very good at getting into trouble, but she's also fantastic in solving problems as well, and her school-mistress Miss Clavel is not too approving of her. The biggest problem comes up when Lord Covington decides to sell Madeline's school. —Anonymous",France,"English, French, Spanish",Daisy von Scherler Mayer,1998.0,1 hour 28 minutes,All,affection,mischief,prank
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,"Fifteen-year-old Alan Abernathy, the son of a toy store owner, tries out some new action figures: The Commando Elite versus The Gorgonites. But three months ago, a toy company believes it is onto something when it employs the latest government military technology in a series of action figures, enabling them to talk. They underestimate the power of the special micro chips they've employed, however, as the two opposing sides of the toy line start thinking for themselves and engaging in real combat! The Commando Elite vow to wipe out the Gorgonites in a suburban neighborhood. Alan, his neighbor Christy Fimple, (on whom he has a massive crush) with the help of the kind Gorgonites, must protect his home and family from the Commandos. —Anthony Pereyra {hypersonic91@yahoo.com}",United States,English,Joe Dante,1998.0,1 hour 48 minutes,12,evil toy,toy,action figure
1921,Pi (1998),Drama|Sci-Fi|Thriller,"In NYC's Chinatown, recluse math genius Max (Sean Gullette) believes ""everything can be understood in terms of numbers,"" and he looks for a pattern in the system as he suffers headaches, plays Go with former teacher Sol Robeson (Mark Margolis), and fools around with an advanced computer system he's built in his apartment. Both a Wall Street company and a Hasidic sect take an interest in his work, but he's distracted by blackout attacks, hallucinations, and paranoid delusions..",United States,"English, Hebrew",Darren Aronofsky,1998.0,1 hour 24 minutes,15,cult film,the letter pi,torah
1922,Whatever (1998),Drama,"A teen faces her impending adulthood in the carefree sex and drug revolution years of the early 80's prior to fears of AIDS. She lives with her bitter, divorced mother and her sadistic kid brother. Looking forward to a life based on her passion for art, she nevertheless gets in with the partying crowd which causes her to miss deadlines and poor grades which jeapordizes her future. Ultimately she ends up losing her virginity to an older artist wanna-be who she has had a long standing crush on. —John Sacksteder <jsackste@bellsouth.net>",France,"French, English",Susan Skoog,1998.0,1 hour 52 minutes,"Rated R for pervasive teen drug and alcohol use, language including sexual dialogue, sexuality and some violence",sex,drugs,f rated
1923,There's Something About Mary (1998),Comedy|Romance,"Ted was a geek in high school, who was going to go to the prom with one of the most popular girls in school, Mary. The prom date never happened, because Ted had a very unusual accident. Thirteen years later he realizes he is still in love with Mary, so he hires a private investigator to track her down. That investigator discovers he too may be in love with Mary, so he gives Ted some false information to keep him away from her. But soon Ted finds himself back into Mary's life, as we watch one funny scene after another. —Justin Sharp <rainman88@earthlink.net>",United States,English,Bobby Farrelly,1998.0,1 hour 59 minutes,18,ejaculation,original story,implied blowjob
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,"In California, an old man (Bela Lugosi) grieves the loss of his wife (Vampira) and on the next day he also dies. However, the space soldier Eros and his mate Tanna use an electric device to resurrect them both and the strong Inspector Clay who was murdered by the couple. Their intention is not to conquer Earth but to stop mankind from developing the powerful bomb ""Solaranite"" that would threaten the universe. When the population of Hollywood and Washington DC sees flying saucers in the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens. —Claudio Carvalho, Rio de Janeiro, Brazil",United States,English,Edward D. Wood Jr.,1957.0,1 hour 19 minutes,Not Rated,cult film,alien,zombie
1926,"Broadway Melody, The (1929)",Musical,"Hank and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Hank, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Hank recognizes that Eddie is in love with Queenie. —Stephan Eichenberg <eichenbe@fak-cbg.tu-muenchen.de>",United States,English,Harry Beaumont,1929.0,1 hour 40 minutes,Passed,romantic rivalry,putting on a show,uncle niece relationship
1927,All Quiet on the Western Front (1930),Action|Drama|War,"This is an English language film (made in America) adapted from a novel by German author Erich Maria Remarque. The film follows a group of German schoolboys, talked into enlisting at the beginning of World War 1 by their jingoistic teacher. The story is told entirely through the experiences of the young German recruits and highlights the tragedy of war through the eyes of individuals. As the boys witness death and mutilation all around them, any preconceptions about ""the enemy"" and the ""rights and wrongs"" of the conflict disappear, leaving them angry and bewildered. The film is not about heroism but about drudgery and futility and the gulf between the concept of war and the actuality. —Michele Wilkinson, University of Cambridge Language Centre, <mw125@cus.cam.ac.uk>",United States,"English, French, German, Latin",Lewis Milestone,1930.0,2 hours 32 minutes,15,1910s,anti war,shell shock
1928,Cimarron (1931),Drama|Western,"When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, though, he begins to feel confined again and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right. —George S. Davis <mgeorges@prodigy.net>",United States,"English, French",Wesley Ruggles,1931.0,2 hours 3 minutes,Passed,wild west,oklahoma land rush,character name as title
1929,Grand Hotel (1932),Drama|Romance,"Berlin's plushest, most expensive hotel is the setting where in the words of Dr. Otternschlag ""People come, people go. Nothing ever happens."". The doctor is usually drunk so he missed the fact that Baron von Geigern is broke and trying to steal eccentric dancer Grusinskaya's pearls. He ends up stealing her heart instead. Powerful German businessman Preysing brow beats Kringelein, one of his company's lowly bookkeepers but it is the terminally ill Kringelein who holds all the cards in the end. Meanwhile, the Baron also steals the heart of Preysing's mistress, Flaemmchen, but she doesn't end up with either one of them in the end... —Gary Jackson <garyjack5@cogeco.ca>",United States,"English, Russian",Edmund Goulding,1932.0,1 hour 52 minutes,15,baron,pocketbook,pearl necklace
1931,Mutiny on the Bounty (1935),Adventure|Drama,"Midshipman Roger Byam joins Captain Bligh and Fletcher Christian aboard HMS Bounty for a voyage to Tahiti. Bligh proves to be a brutal tyrant and, after six pleasant months on Tahiti, Christian leads the crew to mutiny on the homeward voyage. Even though Byam takes no part in the mutiny, he must defend himself against charges that he supported Christian. —Eric Sorensen <Eric_Sorensen@fc.mcps.k12.md.us>",United States,"English, Polynesian",Frank Lloyd,1935.0,2 hours 12 minutes,12,sailing ship,british seaman,tyrannical captain
1932,"Great Ziegfeld, The (1936)",Drama|Musical,"At the 1893 Chicago World's Fair, sideshow barker Flo Ziegfeld turns the tables on his more-successful neighbor Billings, and also steals his girlfriend. This pattern is repeated throughout their lives, as Ziegfeld makes and loses many fortunes putting on ever-bigger, more spectacular shows--sections of which appear in the film. French revue star Anna Held becomes his first wife, but being married to the man who ""glorified the American girl"" is not so glorious. Late in life, now married to Billie Burke, he seems to be all washed up, but. —Rod Crawford <puffinus@u.washington.edu>",United States,English,Robert Z. Leonard,1936.0,2 hours 56 minutes,Passed,will rogers character,little egypt character,reference to grover cleveland
1933,"Life of Emile Zola, The (1937)",Drama,"Fictionalized account of the life of famed French author Emile Zola. As portrayed in the film, he was a penniless writer sharing an apartment in Paris with painter Paul Cezanne when he finally wrote a best-seller, Nana. He has always had difficulty holding onto a job as he is quite outspoken, being warned on several occasions by the public prosecutor that he risks charges if he does not temper his writings. The bulk of the film deals with his involvement in the case of Captain Alfred Dreyfus who was falsely convicted of giving secret military information to the Germans and sentenced to life imprisonment on Devils Island. Antisemitism played an important role in the real-life case but is hardly mentioned in the film. Even after the military found definitive evidence that Dreyfus was innocent, the army decided to cover it up rather than face the scandal of having arbitrarily convicted the wrong man. Zola's famous letter, J'Accuse (I Accuse), led to his own trial for libel where he was found guilty and forced to flee to England. Dreyfus was eventually exonerated and restored to his military rank. —garykmcd",United States,English,William Dieterle,1937.0,1 hour 56 minutes,Passed,writer,trial,dreyfus affair
1934,You Can't Take It with You (1938),Comedy|Romance,"Stenographer Alice Sycamore is in love with her boss Tony Kirby, who is the vice-president of the powerful company owned by his greedy father Anthony P. Kirby. Kirby Sr. is dealing a monopoly in the trade of weapons, and needs to buy one last house in a 12-block area owned by Alice's grandfather, Martin Vanderhof. However, Martin is the patriarch of an anarchic and eccentric family where the members do not care for money but for having fun and making friends. When Tony proposes to Alice, she states that it would be mandatory to introduce her simple and lunatic family to the snobbish Kirbys, and Tony decides to visit Alice with his parents one day before the scheduled get-together. There is an inevitable clash of classes and lifestyles: the Kirbys spurn the Sycamores and Alice breaks with Tony, changing the lives of the Kirby family. —Claudio Carvalho, Rio de Janeiro, Brazil",United States,"English, Russian",Frank Capra,1938.0,2 hours 6 minutes,Passed,eccentric family,eccentricity,patchwork family
1936,Mrs. Miniver (1942),Drama|War,"The Minivers, an English ""middle-class"" family experience life in the first months of World War II. While dodging bombs, the Minivers' son courts Lady Beldon's granddaughter. A rose is named after Mrs. Miniver and entered in the competition against Lady Beldon's rose. —Michael Rice <TheMikeRic@aol.com>",United States,"English, German",William Wyler,1942.0,2 hours 14 minutes,All,husband wife relationship,family relationships,marriage proposal
1937,Going My Way (1944),Comedy|Drama|Musical,"Youthful Father Chuck O'Malley led a colorful life of sports, song, and romance before joining the Roman Catholic clergy, but his level gaze and twinkling eyes make it clear that he knows he made the right choice. After joining a parish, O'Malley's worldly knowledge helps him connect with a gang of kids looking for direction and handle the business details of the church-building fund, winning over his aging, conventional superior, Father Fitzgibbon. —alfiehitchie",United States,English,Leo McCarey,1944.0,2 hours 6 minutes,Passed,singing,opera singer,piano
1938,"Lost Weekend, The (1945)",Drama,"Don Birnam, long-time alcoholic, has been ""on the wagon"" for ten days and seems to be over the worst; but his craving has just become more insidious. Evading a country weekend planned by his brother Wick and girlfriend Helen, he begins a four-day bender. In flashbacks we see past events, all gone wrong because of the bottle. But this bout looks like being his last...one way or the other. —Rod Crawford <puffinus@u.washington.edu>",United States,English,Billy Wilder,1945.0,1 hour 41 minutes,15,suicidal thoughts,alcoholism,alcoholic
1939,"Best Years of Our Lives, The (1946)",Drama|War,"The story concentrates on the social re-adjustment of three World War II servicemen, each from a different station of society. Al Stephenson returns to an influential banking position, but finds it hard to reconcile his loyalties to ex-servicemen with new commercial realities. Fred Derry is an ordinary working man who finds it difficult to hold down a job or pick up the threads of his marriage. Having lost both hands in a demolition training accident during the war, Homer Parrish is unsure that his fiancée's feelings are still those of love and not those of pity. Each of the veterans faces a crisis upon his arrival, and each crisis is a microcosm of the experiences of many American warriors who found an alien world awaiting them when they came marching home. —alfiehitchie",United States,English,William Wyler,1946.0,2 hours 50 minutes,15,readjusting to civilian life,world war two veteran,banker
1940,Gentleman's Agreement (1947),Drama,"Philip Green is a highly respected writer who is recruited by a national magazine to write a series of articles on anti-Semitism in America. He's not too keen on the series, mostly because he's not sure how to tackle the subject. Then it dawns on him: if he was to pretend to all and sundry that he was Jewish, he could then experience the degree of racism and prejudice that exists and write his story from that perspective. It takes little time for him to experience bigotry. His anger at the way he is treated also affects his relationship with Kathy Lacy, his publisher's niece and the person who suggested the series in the first place. —garykmcd",United States,English,Elia Kazan,1947.0,1 hour 58 minutes,Not Rated,new york city,single father,jew
1941,Hamlet (1948),Drama,"William Shakespeare's tale of tragedy of murder and revenge in the royal halls of medieval Denmark. Claudius, brother to the King, conniving with the Queen, poisons the monarch and seizes the throne, taking the widowed Gertrude for his bride. Hamlet, son of the murdered King, mournful of his father's death and mother's hasty marriage, is confronted by the ghost of the late King who reveals the manner of his murder. Seeking revenge, Hamlet re-creates the monstrous deed in a play with the help of some travelling actors to torment the conscience of the evil Claudius. In a visit with his mother, Hamlet expresses his anger and disappointment concerning her swiftly untimed marriage. Thinking a concealed spy in his mother's chamber to be the lurking Claudius, he mistakenly kills the meddling counselor, Polonius, father of Ophelia and Laertes. Claudius, on the pretext that Hamlet will be endangered by his subjects for the murder of Polonius, sends the Prince to England. —alfiehitchie",United Kingdom,English,Laurence Olivier,1948.0,2 hours 34 minutes,12,directed by star,tragedy,sword duel
1942,All the King's Men (1949),Drama,"Jack Burden is a newspaper reporter who first hears of Willie Stark when his editor sends him to Kanoma County to cover the man. What's special about this nobody running for county treasurer? He's supposedly an honest man. Burden discovers this to be true when he sees Stark delivering a speech and having his son pass out handbills, while the local politicians do their best to intimidate him. Willie Stark is honest and brave. He's also a know-nothing hick whose schoolteacher wife has given him what little education he has. Stark loses the race for treasurer, but later makes his way through law school, becoming an idealistic attorney who fights for what is good. Someone in the governor's employ remembers Stark when the governor needs a patsy to run against him and split the vote of his rival. The fat cats underestimate Stark; but Jack Burden, Stark's biggest supporter, overestimates the man's idealism. To get where he wants to go, Willie Stark is willing to crack a few eggs - which include his tough-talking assistant, Sadie Burke; Jack's poised and elegant fiancée, Anne Stanton; and even Jack Burden himself. —J. Spurlin",United States,English,Robert Rossen,1949.0,1 hour 50 minutes,Approved,politician,governor,rise and fall
1944,From Here to Eternity (1953),Drama|Romance|War,"It's 1941. Robert E. Lee Prewitt has requested Army transfer and has ended up at Schofield in Hawaii. His new captain, Dana Holmes, has heard of his boxing prowess and is keen to get him to represent the company. However, 'Prew' is adamant that he doesn't box anymore, so Captain Holmes gets his subordinates to make his life a living hell. Meanwhile Sergeant Warden starts seeing the captain's wife, who has a history of seeking external relief from a troubled marriage. Prew's friend Maggio has a few altercations with the sadistic stockade Sergeant 'Fatso' Judson, and Prew begins falling in love with social club employee Lorene. Unbeknownst to anyone, the Japanese bombing of Pearl Harbor looms in the distance. —Ed Sutton <esutton@mindspring.com>",United States,English,Fred Zinnemann,1953.0,1 hour 58 minutes,15,dead soldier,drunk soldier,boxing
1945,On the Waterfront (1954),Crime|Drama,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers. —Colin Tinto <cst@imdb.com>",United States,"English, Latin",Elia Kazan,1954.0,1 hour 48 minutes,12,organized crime,dockworker,murder
1946,Marty (1955),Drama|Romance,"Stuck as the last of six children at home with an overbearing Italian mother, the only child still unmarried, 34 year old socially awkward Bronx butcher Marty faces middle age with no prospects of marriage, and he faces permanent bachelorhood. But when he is goaded by his mother into going to the Stardust Ballroom one Saturday night, Marty unexpectedly meets Clara, a lonely teacher. Suddenly, Marty's future seems bright. —trivwhiz",United States,"English, German, Italian",Delbert Mann,1955.0,1 hour 30 minutes,12,dance hall,love,butcher
1947,West Side Story (1961),Drama|Musical|Romance,"West Side Story is the award-winning adaptation of the classic romantic tragedy ""Romeo and Juliet"". The feuding families become two warring New York City gangs--the white Jets led by Riff and the Latino Sharks, led by Bernardo. Their hatred escalates to a point where neither can coexist with any form of understanding. But when Riff's best friend (and former Jet) Tony and Bernardo's younger sister Maria meet at a dance, no one can do anything to stop their love. Maria and Tony begin meeting in secret, planning to run away. Then the Sharks and Jets plan a rumble under the highway--whoever wins gains control of the streets. Maria sends Tony to stop it, hoping it can end the violence. It goes terribly wrong, and before the lovers know what's happened, tragedy strikes and doesn't stop until the climactic and heartbreaking ending. —Anonymous",United States,"English, Spanish",Jerome Robbins,1961.0,2 hours 33 minutes,12,west side manhattan new york city,singing,interracial romance
1948,Tom Jones (1963),Adventure|Comedy|Romance,"In eighteenth-century England, ""first cousins"" Tom Jones and Master Blifil grew up together in privilege in the western countryside, but could not be more different in nature. Tom, the bastard son of one of Squire Allworthy's servants Jenny Jones and the local barber Partridge, was raised by virtuous Allworthy as his own after he sent Jenny away. Tom is randy, chasing anything in a skirt, he's having a sexual relationship on the sly with Molly Seagrim, the peasant daughter of Allworthy's gamekeeper. Tom is nonetheless kind-hearted and good-natured, he who is willing to defend that and those in which he believes. Blifil, on the other hand, is dour, and although outwardly pious, is cold-hearted and vengeful. Despite his randiness, Tom eventually falls in love with Sophie Western, who has just returned to the area after a few years abroad. Despite Sophie's love for Tom, Squire Western and his spinster sister would rather see Sophie marry Blifil rather than a bastard, who Western nonetheless liked before he knew that Tom liked Sophie. Based on half truths, Tom, out of circumstance, is forced to leave his home and strike out on his own in London. While Sophie sneaks away in search of Tom, and Squire Western and Miss Western go off in search of Sophie, Tom gets into one misadventure after another on his way to London, some involving his randiness, and some which will reveal certain aspects of his life previously unknown to him. Through it all, Sophie, deep down, is never far from his mind, even when his life is in danger. —Huggo",United Kingdom,English,Tony Richardson,1963.0,2 hours 9 minutes,Not Rated,arranged marriage,womanizer,rags to riches
1949,"Man for All Seasons, A (1966)",Drama,"The story takes place in sixteenth century England. But men like Sir Thomas More, who love life yet have the moral fiber to lay down their lives for their principles, are found in every century. Concentrating on the last seven years of the English Chancellor's life, the struggle between More and King Henry VIII hinges on Henry's determination to break with Rome so he can divorce his current wife and wed again, and good Catholic More's inability to go along with such heresy. More resigns as Chancellor, hoping to be able to live out his life as a private citizen. But Henry will settle for nothing less than that the much respected More give public approval to his headstrong course. —alfiehitchie",United Kingdom,"English, Latin, Spanish, French",Fred Zinnemann,1966.0,2 hours,12,period piece,courtroom drama,chancellor
1950,In the Heat of the Night (1967),Drama|Mystery,"Detective Virgil Tibbs is caught up in the racial tension of the US South when he is arrested after the murder of a prominent businessman. Tibbs was simply waiting for his next train at the station in Sparta, Mississippi and the confusion is soon resolved but when local police chief Gillespie learns that Tibbs is the Philadelphia PD's number one homicide expert, he reluctantly asks for his assistance. The murdered man, Mr. Colbert, had come to Sparta from the North to build a new factory and his wife and business associates immediately point the finger at Endicott, the most powerful man in the county and the one who had the most to lose if a major new employer comes to the area. Tibbs' life is clearly in danger but he perseveres in a highly charged and racially explosive environment until the killer is found. —garykmcd",United States,English,Norman Jewison,1967.0,1 hour 50 minutes,15,racism,african american,small town
1951,Oliver! (1968),Drama|Musical,Musical adaptation of Charles Dickens's classic tale of an orphan who runs away from the orphanage and hooks up with a group of boys trained to be pickpockets by an elderly mentor. —Murray Chapman <muzzle@cs.uq.oz.au>,United Kingdom,English,Carol Reed,1968.0,2 hours 33 minutes,All,child in jeopardy,boy protagonist,boy singer
1952,Midnight Cowboy (1969),Drama,"Texas greenhorn Joe Buck arrives in New York City for the first time. Preening himself as a real ""hustler"", he finds that he is the one getting ""hustled"" until he teams up with down-and-out but resilient outcast Ratso Rizzo. The initial ""country cousin meets city cousin"" relationship deepens. In their efforts to bilk a hostile world rebuffing them at every turn, this unlikely pair progress from partners in shady business to comrades. Each has found his first real friend. —alfiehitchie",United States,"English, Italian",John Schlesinger,1969.0,1 hour 53 minutes,15,new york city,gay slur,hustler
1953,"French Connection, The (1971)",Action|Crime|Thriller,"William Friedkin's gritty police drama portrays two tough New York City cops trying to intercept a huge heroin shipment coming from France. An interesting contrast is established between 'Popeye' Doyle, a short-tempered alcoholic bigot who is nevertheless a hard-working and dedicated police officer, and his nemesis Alain Charnier, a suave and urbane gentleman who is nevertheless a criminal and one of the largest drug suppliers of pure heroin to North America. During the surveillance and eventual bust, Friedkin provides one of the most gripping and memorable car chase sequences ever filmed. —Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",United States,"English, French",William Friedkin,1971.0,1 hour 44 minutes,18,based on true story,triggerman,criminal investigation
1954,Rocky (1976),Drama,"Rocky Balboa is a struggling boxer trying to make the big time, working as a debt collector for a pittance. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up an exhibition match between Creed and a struggling boxer, touting the fight as a chance for a ""nobody"" to become a ""somebody"". The match is supposed to be easily won by Creed, but someone forgot to tell Rocky, who sees this as his only shot at the big time. —Murray Chapman <muzzle@cs.uq.oz.au>",United States,English,John G. Avildsen,1976.0,2 hours,12,famous score,fist,boxing
1955,Kramer vs. Kramer (1979),Drama,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy. When he has learned to adjust his life to these new responsibilities, Joanna resurfaces and wants Billy back. Ted, however, refuses to give him up, so they go to court to fight for the custody of their son. —Leon Wolters <wolters@strw.LeidenUniv.nl>",United States,English,Robert Benton,1979.0,1 hour 45 minutes,15,marriage,divorce,custody battle
1956,Ordinary People (1980),Drama,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together. —John Vogel <jlvogel@comcast.net>",United States,English,Robert Redford,1980.0,2 hours 4 minutes,12,psychiatrist,dysfunctional family,grief
1957,Chariots of Fire (1981),Drama,"During the post-World War I era, Britons Harold Abrahams and Eric Liddell are both naturally gifted fast sprinters, but approach running and how it fits into their respective lives differently. Harold, the son of a Lithuanian Jew, lives a somewhat-privileged life as a student at Cambridge and uses being the fastest to overcome what he sees as the obstacles he faces in life a Jew despite that privilege. In his words to paraphrase an old adage, he is often invited to the trough, but isn't allowed to drink. His running prowess does earn him the respect of his classmates, especially his running teammates, and to some extent the school administration, if only he maintains what they consider proper gentlemanly decorum, which isn't always the case in their minds. Eric Liddell, a Scot born to Christian missionaries in China, is a devout member of the Church of Scotland who hopes to eventually return to that missionary work. He sees running as a win-win: the notoriety of being fast gives him an added outlet to spread the word of God, while he sees his speed as being a gift from God, and he wants to run to honor God and that gift. This view does not sit well with his sister Jennie, who sees his running as only taking away time from his work to God. Harold and Eric's lives intersect in national races, but it is the 100-meter track event at the 1924 Paris Olympics which the two men and their supporters most anticipate. Beyond the fact that Americans Charles Paddock and Jackson Scholz are favored in the event, the much-anticipated head-to-head between Harold and Eric could be further shadowed by other issues, especially as it affects Eric's Christian beliefs. —Huggo",United Kingdom,"English, French",Hugh Hudson,1981.0,2 hours 5 minutes,12,1920s,paris 1924 summer olympics,athlete
1958,Terms of Endearment (1983),Comedy|Drama,"Aurora and Emma are mother and daughter who march to different drummers. Beginning with Emma's marriage, Aurora shows how difficult and loving she can be. The movie covers several years of their lives as each finds different reasons to go on living and find joy. Aurora's interludes with Garrett Breedlove, retired astronaut and next door neighbor are quite striking. In the end, different people show their love in very different ways. —John Vogel <jlvogel@comcast.net>",United States,English,James L. Brooks,1983.0,2 hours 12 minutes,18,cancer,dying young,extramarital affair
1959,Out of Africa (1985),Drama|Romance,"Follows the life of Karen Blixen, who establishes a plantation in Africa. Her life is complicated by a husband of convenience (Bror Blixen), a true love (Denys), troubles on the plantation, schooling of the natives, war, and catching VD from her husband. —Tony Bridges <tbridges@spicer.com>",United States,"English, Swahili, Arabic",Sydney Pollack,1985.0,2 hours 41 minutes,12,africa,tribal chief,kenya
1960,"Last Emperor, The (1987)",Drama,"This sweeping account of the life of Pu-Yi, the last emperor of China, follows the leader's tumultuous reign. After being captured by the Red Army as a war criminal in 1950, Pu-Yi recalls his childhood from prison. He remembers his lavish youth in the Forbidden City, where he was afforded every luxury but unfortunately sheltered from the outside world and complex political situation surrounding him. As revolution sweeps through China, the world Pu-Yi knew is dramatically upended. —Jwelch5742",China,"English, Mandarin, Japanese",Bernardo Bertolucci,1987.0,2 hours 43 minutes,12,china,emperor,chinese history
1961,Rain Man (1988),Drama,"Charles Sanford ""Charlie"" Babbit is a self-centered Los Angeles-based automobile dealer/hustler/bookie who is at war with his own life. Charlie, as a young teenager, used his father's 1949 Buick convertible without permission and as a result, he went to jail for two days on account that his father reported it stolen. It is then that Charlie learns that his estranged father died and left him from his last will and testament a huge bed of roses and the car while the remainder will of $3 Million goes into a trust fund to be distributed to someone. Charlie seemed pretty angry by this and decides to look into this matter. It seems as if that ""someone"" is Raymond, Charlie's unknown brother, an autistic savant who lives in a world of his own, resides at the Walbrook Institute. Charlie then kidnaps Raymond and decides to take him on a lust for life trip to the west coast as a threat to get the $3 Million inheritance. Raymond's acts and nagging, including repeated talks of ""Abbott & Costello"", ""Four minutes till Wapner"" and refusal to fly on an airline except Qantas drives Charlie insane... and out of his selfish world into a cross-country trek of pure love and understanding that these two both have. —Christopher Howell (Ckhowell75360@aol.com)",United States,"English, Italian",Barry Levinson,1988.0,2 hours 13 minutes,12,road movie,gambling,disability
1962,Driving Miss Daisy (1989),Drama,"An elderly Jewish widow living in Atlanta can no longer drive. Her son insists she allow him to hire a driver, which in the 1950s meant a black man. She resists any change in her life but, Hoke, the driver is hired by her son. She refuses to allow him to drive her anywhere at first, but Hoke slowly wins her over with his native good graces. The movie is directly taken from a stage play and does show it. It covers over twenty years of the pair's life together as they slowly build a relationship that transcends their differences. —John Vogel <jlvogel@comcast.net>",United States,"English, Hebrew",Bruce Beresford,1989.0,1 hour 39 minutes,All,widow,1950s,old age
1963,Take the Money and Run (1969),Comedy|Crime,"This film is presented as a documentary on the life of an incompetent, petty criminal called Virgil Starkwell. It describes the early childhood and youth of Virgil, his failure at a musical career, and his obsession with bank robberies. The film uses a voice over narrative and interviews with his family, friends and acquaintances. —Kunal Taravade <kunal.taravade@symbios.com>",United States,"English, Yiddish",Woody Allen,1969.0,1 hour 25 minutes,PG,neo screwball comedy,city,criminal
1964,Klute (1971),Drama|Mystery,"Six months after the disappearance of Tuscarora, PA businessman Tom Gruneman, his boss, Peter Cable, and his wife, Holly Gruneman, hire Tom's friend, private detective John Klute to find out what happened to Tom, as the police have been unable to do so, and despite John having no expertise in missing persons cases. The only lead is a typewritten obscene letter Tom purportedly wrote to Manhattan actress/model/call girl Bree Daniel, who admits to having received such letters from someone, and since having received several mysterious telephone calls as well. The suggestion/belief is that Tom was one of Bree's past johns, although she has no recollection of him when shown his photograph. Bree's tricking is both a compulsion and a financial need. In their initial encounters, John and Bree do whatever they can to exert their psychological dominance over the other, especially as Bree initially refused to even speak to him. Despite their less than friendly start, they embark on a personal relationship based on emotional need, but it is a relationship Bree tries to sabotage because of those same issues which causes her to turn tricks. As they follow the leads through Bree's call girl world, they know they're getting close to finding the truth when someone continues to torment Bree. They believe the key to Tom's disappearance is a violent john who tried to kill her a few years earlier when Tom disappeared but who she doesn't remember. The questions become whether John and Bree can discover his identity and stop him before he tries to kill Bree again, and whether there is a future for them together. —Huggo",United States,English,Alan J. Pakula,1971.0,1 hour 54 minutes,Youth not allowed,private detective,neo noir,new york city
