movieId,title_x,genres,year,era,title_y,tag,tag_vector
3030,Yojimbo,Action Adventure,1961.0,G,Yojimbo,'samurai',"[-0.00030311 -0.01675912  0.0475583   0.03394111 -0.02806122 -0.03884334
 -0.04605322 -0.04155814 -0.03038055 -0.00416583 -0.04998985  0.00398393
 -0.02725041  0.03555114  0.03074576  0.02543153 -0.01789927  0.03492388
  0.00353227 -0.01223165]"
3039,Trading Places,Comedy,1983.0,N,Trading Places,"'class', 'Dan Aykroyd'","[-0.12029446  0.54337525  0.96465075 -0.33090904  0.67768395 -0.04270673
  0.2283504   1.0937651   0.21993445  0.42240635 -1.5364593   0.36886275
  0.6493764   0.58687025  0.2988139   0.06654808  0.83641386 -1.2365326
 -1.0520942   0.17968066]"
3040,Meatballs,Comedy,1979.0,N,Meatballs,'camp',"[-0.04108284 -0.00440292 -0.02956038 -0.02810966 -0.00217598 -0.04293349
  0.0395961   0.03967488 -0.0148297  -0.03449928  0.0323711  -0.03225036
  0.0065771  -0.01904916  0.03996744 -0.02624201  0.03983959 -0.01519015
  0.04331706 -0.04748061]"
3044,Dead Again,Mystery Romance Thriller,1991.0,B,Dead Again,"'music', 'memory'","[ 0.00599158 -0.0386282   0.00441867  0.00234299 -0.01431801  0.03234817
  0.00405713 -0.04451607 -0.0378224   0.04684687 -0.00734384 -0.00899941
  0.03768349  0.04594041 -0.0313807   0.01490374  0.04704239  0.0260694
 -0.00812165 -0.02270318]"
3052,Dogma,Adventure Comedy Fantasy,1999.0,B,Dogma,"'jay and silent bob', 'religion', 'Kevin Smith', 'satire', 'irreverent'","[ 1.0162752  -1.0201437   1.5994028  -0.262915    1.1334891   0.15296961
  1.1176748   1.1812313  -1.1003019  -0.97372824 -1.0944144   0.03992988
  0.20065376  2.7274318   0.2957539  -1.517712    0.31848738  0.22853763
  0.61018044 -0.44972268]"
3060,"Commitments, The",Comedy Drama Musical,1991.0,B,"Commitments, The",'In Netflix queue',"[-0.30114415 -0.0318745   0.47676122 -0.30023614  0.66028637  0.3146375
  0.2204366   0.6295306  -0.52324104  0.47343537 -0.38711914  0.05387582
  0.38932696  0.34307542 -0.06026136 -0.5379512   0.14213541  0.20834786
 -0.09501296  0.54832685]"
3071,Stand and Deliver,Comedy Drama,1988.0,N,Stand and Deliver,'high school',"[-0.17224185 -0.23392381  0.6514203  -0.80256295  0.2017944   0.49881595
  0.69286263  0.03594524 -0.90349686  0.52516365 -1.09546     0.5901178
 -0.15683775 -0.30740616  0.61861587 -0.11843847  0.6153543  -0.5408639
 -0.1518483  -0.13787894]"
3072,Moonstruck,Comedy Romance,1987.0,N,Moonstruck,'New York',"[ 0.34526762 -0.05255728  0.5091223  -0.20544322  0.9840729   0.42688772
  0.8175564  -0.41230687 -0.37238514  0.50361764 -1.2285808   0.09300998
  0.4872956   1.07822     0.3823571   0.12776385  0.6356694  -0.7638231
  0.39674354  0.7463398 ]"
3077,42 Up,Documentary,1998.0,B,42 Up,"'Up series', 'In Netflix queue'","[-0.37614885 -0.36773112  0.0597773  -0.7690927   0.60471314  0.12214179
  0.4587646   0.6329326  -0.30910164  1.4305246  -1.089542   -0.5108671
  0.44265616 -0.08924377 -1.0683452  -1.1902726   0.09384139  0.08618354
 -1.0231683   1.1376802 ]"
3081,Sleepy Hollow,Fantasy Horror Mystery Romance,1999.0,B,Sleepy Hollow,'Ichabod Crane',"[ 0.12240572 -0.40887934  0.6955923  -0.8323947   0.43924537 -0.38337132
  0.7094253   1.1640528  -0.0651277   0.2062061  -2.0204053   0.29942
  0.49813557 -0.21908496 -0.23373578 -0.6327741  -0.13960189 -0.59425014
 -0.7808299  -1.1448514 ]"
3087,Scrooged,Comedy Fantasy Romance,1988.0,N,Scrooged,"'new york', 'christmas'","[ 0.32364544 -0.07940975  0.5495334  -0.19143021  0.9585149   0.4531272
  0.8767742  -0.49401617 -0.43573904  0.522906   -1.2101133   0.13542615
  0.45399395  1.0909889   0.3795649   0.10157685  0.5632486  -0.7569421
  0.4569728   0.70047164]"
3095,"Grapes of Wrath, The",Drama,1940.0,G,"Grapes of Wrath, The","'dust bowl', 'depression'","[ 0.49164137  0.05341521 -0.31439418 -1.5021108   1.6213728   0.5832815
 -0.00593221  0.7838683  -0.14480446 -0.22102466 -1.8168576   0.33386955
 -0.78220016  0.2147612   0.28861412  0.5718873   0.2217423  -0.2114284
 -0.39775646 -0.00945954]"
3097,"Shop Around the Corner, The",Comedy Drama Romance,1940.0,G,"Shop Around the Corner, The",'remade',"[ 0.00359748  0.02833553  0.03332198 -0.01915979  0.04218388 -0.02598985
  0.02987595 -0.01603032 -0.00434888 -0.03574238  0.04602718 -0.01623314
  0.00863618 -0.04432066  0.03674536  0.03529924 -0.00421748 -0.01629058
 -0.04042375 -0.02819297]"
3098,"Natural, The",Drama,1984.0,N,"Natural, The","'sports', 'baseball'","[ 0.01172805  0.00449131 -0.02883439 -0.02605151  0.0076107   0.04583799
 -0.00600026  0.04734565  0.01423836  0.02023886  0.04281617 -0.00506967
 -0.01274419 -0.03152939 -0.04722202  0.01089944  0.00958692  0.01866442
 -0.02669008  0.00771989]"
3101,Fatal Attraction,Drama Thriller,1987.0,N,Fatal Attraction,'adultery',"[ 0.02356731 -0.00542258  0.01979969 -0.02555718  0.00020903 -0.04196634
 -0.00594683  0.02844759 -0.02762445  0.03314482  0.03381846  0.03677409
 -0.04285369 -0.03511999  0.01976252 -0.04997705 -0.00553712 -0.04818559
  0.00094219  0.02300215]"
3108,"Fisher King, The",Comedy Drama Fantasy Romance,1991.0,B,"Fisher King, The",'homeless',"[-0.00025762 -0.03882999 -0.02503508 -0.02652291  0.03500686  0.02866319
  0.04810163 -0.02205805 -0.01116824  0.03298146 -0.01773632  0.01776534
 -0.04845666  0.04688149  0.02326323 -0.01451505 -0.01020932  0.02360616
  0.00714281 -0.04327306]"
3111,Places in the Heart,Drama,1984.0,N,Places in the Heart,'racism',"[ 0.0214962  -0.03434621 -0.01533127  0.02461323  0.03685444  0.01697615
 -0.04819894  0.01052796  0.01008661  0.0241066  -0.02266916  0.03905215
  0.03923735 -0.00033016 -0.02732146  0.02670166 -0.00354165 -0.0434699
  0.01575493  0.03199146]"
3114,Toy Story 2,Adventure Animation Children Comedy Fantasy,1999.0,B,Toy Story 2,"'animation', 'original', 'funny', 'Disney', 'sequel', 'Tom Hanks', 'Pixar'","[-0.5157393   0.05972486  1.5834272   0.12872602  0.00297339  0.23545823
  0.37970552  1.7195908  -1.0836693   0.8284901  -0.5168421   0.18143399
 -0.14954022  0.74075586 -0.49762824 -0.68432564  1.1048714  -0.97842294
  0.2710134   0.09804721]"
3115,Flawless,Drama,1999.0,B,Flawless,'men in drag',"[ 0.44600713 -0.09994421 -0.03553773 -0.83916813  0.03578306  0.4470832
  0.88434786  0.582938   -0.7035588   1.2844958  -0.43763387  0.5495646
  0.17420128  0.08506764 -0.46048743  0.16018029  0.72114766 -1.6837097
 -0.17603295  0.58445174]"
3125,"End of the Affair, The",Drama,1999.0,B,"End of the Affair, The",'Graham Greene',"[ 0.01602028 -1.0107933  -0.14633615  0.39992693 -0.07114202  0.4140683
  0.9928955   0.4637705  -0.8508545   1.5512387  -1.173093    0.9683558
  0.20856017  1.0535924  -1.1414063   0.24015076  0.15754564 -0.0764049
 -0.27609763  0.48968324]"
3134,Grand Illusion (La grande illusion),Drama War,1937.0,G,Grand Illusion (La grande illusion),"'poignant', 'downbeat'","[ 0.03100591 -0.00076103  0.0013189  -0.04099285 -0.03911422  0.03036075
  0.03332663 -0.02205716  0.01725447  0.03967596 -0.03303614  0.00209996
 -0.01146356  0.01065012 -0.04344894  0.00814595 -0.04324856  0.01973544
  0.01091457  0.03526848]"
3135,"Great Santini, The",Drama,1979.0,N,"Great Santini, The",'fatherhood',"[-0.0371784   0.01488305  0.0165534  -0.00998583 -0.02477264  0.03766968
 -0.03390254  0.03301063  0.01870695 -0.02170834  0.00375568 -0.00277992
 -0.01167867 -0.01877114  0.02176542 -0.03383224 -0.0064958   0.00785675
 -0.00989433  0.00722657]"
3147,"Green Mile, The",Crime Drama,1999.0,B,"Green Mile, The",'Stephen King',"[-0.11638293 -0.10213743  0.49147478 -1.0739123  -0.4122394  -0.06749934
 -0.01834481  0.26378137  0.03854933  0.8924652  -0.9560848   0.69368696
  0.6660314   0.84543204 -0.04992857 -0.7462357   0.6372408  -0.5322138
  0.0020116   0.24628197]"
3152,"Last Picture Show, The",Drama,1971.0,N,"Last Picture Show, The",'black-and-white',"[-0.02677994 -0.00929092  0.01069596  0.0168603   0.03407751  0.02773255
  0.01390828 -0.0043385   0.01747528 -0.0244066   0.01022347 -0.00219339
 -0.02964016  0.03099098 -0.02940724  0.00116399 -0.0204276  -0.04821137
 -0.00996916 -0.03537179]"
3160,Magnolia,Drama,1999.0,B,Magnolia,'L.A.',"[ 0.02576212 -0.04129112  0.04944577  0.0255875  -0.03125908 -0.0095372
  0.03577977  0.04363899  0.04206124  0.02312939  0.01444501  0.03931362
 -0.0191183  -0.04657017 -0.04921899 -0.04563611  0.04075397 -0.00600903
  0.00430956 -0.0033738 ]"
3174,Man on the Moon,Comedy Drama,1999.0,B,Man on the Moon,'Andy Kaufman',"[ 0.9162872   0.2561408   1.1283996  -1.2246767   0.6363457   0.81304425
 -0.5891531   0.03997381 -0.2878614   0.14040156 -1.6594969   0.04786547
  0.72351474  0.19538884  0.16023049 -1.1717535   0.04675318 -0.2566655
  0.4037116  -0.39170957]"
3175,Galaxy Quest,Adventure Comedy Sci-Fi,1999.0,B,Galaxy Quest,'spoof',"[ 0.04746389 -0.03500337  0.01538217  0.00686533 -0.03668963 -0.01438183
  0.03636985 -0.04654886  0.0074021  -0.01046178 -0.03727141  0.04143929
  0.01856355  0.01087247 -0.01339561  0.02211773 -0.01126367 -0.01525329
  0.03390098 -0.01716508]"
3176,"Talented Mr. Ripley, The",Drama Mystery Thriller,1999.0,B,"Talented Mr. Ripley, The","'serial killer', 'creepy', 'psychology', 'suspense', 'disturbing', 'secrets', 'murder', 'Europe', 'based on a book', 'obsession', 'Jude Law'","[ 1.3443178   0.09372279 -1.0619142  -0.19092754  0.8524555   0.9590669
  1.1190954   1.4874291  -0.18241173  0.2502484  -2.5856419   0.19981992
  0.8985238   0.0260491   0.58257675 -0.7207449   0.79187286  0.74601644
  0.5804906  -0.27273285]"
3178,"Hurricane, The",Drama,1999.0,B,"Hurricane, The",'boxing',"[ 0.03660945 -0.02694373  0.02419652 -0.03712771 -0.00834665  0.0363836
 -0.00468302 -0.04254877  0.01740111  0.01549708  0.04774233 -0.04887599
 -0.03128058 -0.04072387  0.00546782  0.01449417  0.00225293 -0.03949639
  0.01386582  0.04278142]"
3181,Titus,Drama,1999.0,B,Titus,'Shakespeare',"[ 0.02787765  0.00959674 -0.00654052  0.03018682  0.03103295 -0.03634759
 -0.00046387 -0.03577627 -0.04208507 -0.01354603 -0.01136056 -0.02033604
 -0.0293893  -0.04237668  0.01451046 -0.04265257 -0.03750121 -0.00150662
  0.04551939  0.00789865]"
3186,"Girl, Interrupted",Drama,1999.0,B,"Girl, Interrupted","'Mental Hospital', 'winona ryder', 'psychology', 'based on a true story', 'Brittany Murphy', 'asylum'","[ 1.258553   -0.7541487   0.2664113   0.03355817  1.5467701   2.2714133
  0.553989    0.02943481 -2.990743    0.2403708  -1.497995    1.5880831
 -0.44537875  1.1366336  -1.1461669   0.3740111   0.03321329 -1.007482
 -0.13414927  0.15423243]"
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",Drama,1998.0,B,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",'In Netflix queue',"[-0.3265251  -0.07002944  0.53135544 -0.28101093  0.70719886  0.32904366
  0.1795627   0.7110574  -0.49173406  0.42152593 -0.3804166   0.00316707
  0.5035376   0.23193611 -0.06363426 -0.55371845  0.10421249  0.21576856
 -0.15023306  0.543715  ]"
3210,Fast Times at Ridgemont High,Comedy Drama Romance,1982.0,N,Fast Times at Ridgemont High,'high school',"[-0.12062117 -0.22343446  0.53934973 -0.8781468   0.21749258  0.5205852
  0.6801886   0.05023934 -0.9678712   0.5471409  -1.12829     0.61094147
 -0.2657056  -0.39307395  0.60835373 -0.08918641  0.5685244  -0.5701542
 -0.15070775 -0.15052712]"
3211,"Cry in the Dark, A",Drama,1988.0,N,"Cry in the Dark, A","'a dingo ate my baby', 'Australia'","[ 1.5838985  -0.09921894  0.14238858 -1.0880815  -0.0195948   1.2369109
  1.8579644   1.4128755  -0.51666987  2.2353282  -0.6246183  -1.0692302
  0.7519464   0.24685064 -1.5315363  -0.31789002  0.19217055 -1.1026347
  0.8320202  -1.2481807 ]"
3247,Sister Act,Comedy Crime,1992.0,B,Sister Act,'nuns',"[ 0.01858934  0.0473562  -0.03271224  0.00979831  0.0143724   0.04941928
 -0.03569477 -0.01155393  0.03707229 -0.02345383  0.02930915  0.00595702
 -0.00674386  0.02923921  0.0458109  -0.0148617   0.03577156 -0.03233932
 -0.03421507 -0.04087661]"
3250,Alive,Drama,1993.0,B,Alive,'In Netflix queue',"[-0.3013172   0.04512891  0.59801036 -0.2710584   0.7220343   0.31632313
  0.17118236  0.5865789  -0.4865748   0.4931976  -0.28866616  0.03676832
  0.43447888  0.29783735  0.0041804  -0.6064101   0.20161778  0.31772465
 -0.14008543  0.5992684 ]"
3258,Death Becomes Her,Comedy Fantasy,1992.0,B,Death Becomes Her,'plastic surgery',"[-0.41176245  0.01909097  1.0825697  -0.5058804  -0.31909624  0.9811064
  0.4693577   1.116417   -0.08832712  1.177637   -0.9007372   0.9942498
  0.9216366   0.56005347  0.00241031  0.63972956  0.9427257   0.25701457
  0.45503306  0.82283205]"
3259,Far and Away,Adventure Drama Romance,1992.0,B,Far and Away,'Ireland',"[-0.02959822  0.00414283 -0.04531348  0.04570539 -0.01353464 -0.00177747
  0.0310053   0.03019539  0.04997738  0.00756821  0.04560002 -0.04539642
  0.0400901   0.03433345  0.00547624  0.03377938  0.03941585  0.0265352
 -0.01651359 -0.04554094]"
3260,Howards End,Drama,1992.0,B,Howards End,'E.M. Forster',"[ 0.8777827  -0.1084415   0.32228273 -0.8524686   1.579751    0.18239693
  0.6690113   0.4710024  -1.6731465   0.8669283  -0.41582987 -0.35953152
 -0.46001938  0.12766528  0.45418602 -0.14374651  0.9351368   0.36572272
  0.06341556  1.2035762 ]"
3263,White Men Can't Jump,Comedy Drama,1992.0,B,White Men Can't Jump,'basketball',"[-0.01248834 -0.0152495   0.01985014 -0.00439173 -0.04967207 -0.00104158
 -0.01688952  0.0378085  -0.03784236  0.00579005 -0.03822321  0.04063748
 -0.00596085  0.04023145  0.02999389 -0.03471779 -0.04091302 -0.01549278
  0.03839887  0.0355813 ]"
3265,Hard-Boiled (Lat sau san taam),Action Crime Drama Thriller,1992.0,B,Hard-Boiled (Lat sau san taam),"'gun fu', 'heroic bloodshed'","[ 1.6063968  -0.04704629  0.6353481  -0.48876357  1.0348822  -0.5826587
  1.6401014   1.3339901  -0.2727884   1.9380457  -0.47270548  1.3873515
  0.01490635 -0.33442906 -1.2944257  -0.48068374  0.30410242 -0.6663238
 -0.3974904  -0.95976263]"
3266,Man Bites Dog (C'est arrivé près de chez vous),Comedy Crime Drama Thriller,1992.0,B,Man Bites Dog (C'est arrivé près de chez vous),"'dark comedy', 'crazy', 'serial killer', 'dark', 'black comedy', 'dark humor'","[ 0.8000498   0.66927314 -0.31019896 -0.8963687   1.0766629   1.0615699
  0.37900063  1.3341985   0.6959013   0.6274408  -1.7540172  -0.19416378
  0.25333238  0.2791004  -0.594477    0.05937212  1.3207172  -0.12107491
  1.2555039  -0.32255095]"
3270,"Cutting Edge, The",Comedy Drama Romance,1992.0,B,"Cutting Edge, The",'figure skating',"[ 0.7340346   0.08444668  0.7274712  -1.0931233   0.5415725   0.00603315
  0.22988063  1.5130712  -0.7087336  -0.70359015 -1.6589288   0.18901744
  0.65787137  0.35701346  0.23677571 -0.11552144 -0.5646783   0.23680723
  0.85046023  0.78354806]"
3273,Scream 3,Comedy Horror Mystery Thriller,2000.0,C,Scream 3,"'slasher', 'spoof'","[ 0.02503483 -0.04323108  0.02748322  0.01712738  0.01407027 -0.0462395
 -0.03267824  0.03244912  0.03278073 -0.03665348  0.01625369 -0.04346555
 -0.01392114 -0.01313818  0.00268356  0.03724379  0.04620109  0.04715236
  0.00254402 -0.01565079]"
3281,"Brandon Teena Story, The",Documentary,1998.0,B,"Brandon Teena Story, The",'sexuality',"[ 0.04117771 -0.03173768  0.00456263  0.01230836 -0.00453235  0.02986316
  0.01394     0.02128243 -0.01916203  0.03482858  0.02246701  0.00499432
  0.03724853  0.019135   -0.01685533  0.01817265 -0.00775756 -0.02380059
 -0.00275478  0.00680879]"
3306,"Circus, The",Comedy,1928.0,S,"Circus, The","'big top', 'circus'","[-0.68727094 -0.31583902 -0.33744547 -1.5458987   0.95527714 -0.31053397
 -0.06880414  1.153082   -0.6848851   0.05400864 -0.16192286  0.39014944
 -0.00862409  0.7247625  -0.24169104  0.26599532  0.92582804 -0.15222946
  0.58227134 -0.34591806]"
3307,City Lights,Comedy Drama Romance,1931.0,G,City Lights,'blind',"[-0.04141214 -0.02529044  0.02569748  0.00665255  0.01947342  0.04444747
  0.02025555  0.02243011  0.00427428  0.01130029 -0.01732499  0.01212805
 -0.00445063 -0.0449223   0.00163118  0.00038239 -0.00403575 -0.03087044
  0.0255172   0.04959233]"
3310,"Kid, The",Comedy Drama,1921.0,S,"Kid, The",'orphans',"[ 0.04203318 -0.01763798 -0.01395805 -0.03482108  0.00059873 -0.02359209
  0.03885141 -0.00623652 -0.04089934  0.00536053  0.00939209 -0.03023482
 -0.03623525  0.02297052  0.02625724 -0.04247539  0.02692696  0.04630103
  0.04598635 -0.03077747]"
3317,Wonder Boys,Comedy Drama,2000.0,C,Wonder Boys,'writing',"[ 0.04167179  0.01137367 -0.04246721 -0.02798167 -0.01421041 -0.00788764
  0.03480633  0.01777743 -0.01930597  0.03936332  0.03928114 -0.03193293
 -0.00242779  0.02083492  0.01059276  0.03016322 -0.0243656   0.03393392
 -0.04930308 -0.04454048]"
3330,Splendor in the Grass,Drama Romance,1961.0,G,Splendor in the Grass,"'adolescence', 'sexuality'","[ 0.04240502  0.03526204  0.02859644 -0.03766176 -0.03640592  0.02201443
  0.01449882  0.03888863  0.03038609 -0.04359091  0.01728051 -0.03309019
 -0.00300891  0.00811388 -0.00038658 -0.0391883  -0.03289726 -0.00389142
  0.01020308 -0.00678284]"
3338,For All Mankind,Documentary,1989.0,N,For All Mankind,'In Netflix queue',"[-0.2535061  -0.04688022  0.56012416 -0.3289588   0.7495975   0.25924578
  0.2708883   0.7092738  -0.488003    0.5074976  -0.27956685  0.10345878
  0.45615152  0.33077312 -0.08628947 -0.51205575  0.18765603  0.1407313
 -0.16615012  0.54897654]"
3341,Born Yesterday,Comedy,1950.0,G,Born Yesterday,'remade',"[-0.00070767 -0.03041934  0.04119768  0.003274    0.02969928  0.01170247
  0.03456383  0.02051154 -0.03974867 -0.0335128   0.00862485  0.02355868
 -0.02481649  0.03424921 -0.03830242 -0.02801878 -0.02435166  0.01402
  0.04069967  0.02543006]"
3360,Hoosiers (a.k.a. Best Shot),Drama Romance,1986.0,N,Hoosiers (a.k.a. Best Shot),'basketball',"[-0.01237637  0.01115234  0.02090802 -0.02467206 -0.01117181  0.00682054
 -0.00338169  0.04987305  0.01352192 -0.04198561  0.04590427  0.00100048
 -0.04042445 -0.03270691  0.01509058 -0.02171263 -0.01833442 -0.01403098
 -0.0078094  -0.03663797]"
3384,"Taking of Pelham One Two Three, The",Action Crime,1974.0,N,"Taking of Pelham One Two Three, The",'subway',"[-0.0110672   0.01051007  0.03645519 -0.00189269 -0.03186938 -0.01492835
 -0.0286999  -0.04542028 -0.0336636  -0.01535401  0.02139604 -0.00487322
 -0.039783   -0.00562764  0.03146882 -0.00582042 -0.02947332 -0.04690131
  0.00985492  0.01865932]"
3385,Volunteers,Comedy,1985.0,N,Volunteers,'Peace Corp',"[ 0.83695406 -0.5402604   0.32122865 -0.01671338  1.0518317  -0.07829702
  0.06013097  0.7205354  -0.6579539  -0.01796118 -0.81925887  0.18691067
  0.04831602  1.3649895  -0.851434    0.0981852   1.3177768  -0.96764654
 -0.44856083  1.0150075 ]"
3386,JFK,Drama Mystery Thriller,1991.0,B,JFK,"'politics', 'president'","[-0.01233933  0.0176867  -0.02429349 -0.01180794 -0.03396796 -0.04766985
  0.04176335 -0.03722746  0.0281026   0.02595695  0.02055434 -0.01870012
 -0.00999578  0.00380797 -0.0364147   0.00879573  0.02398244  0.02952365
 -0.00082394 -0.02258839]"
3408,Erin Brockovich,Drama,2000.0,C,Erin Brockovich,"'scandal', 'true story'","[ 0.16956794 -0.6846868   0.34068927 -0.62755466  0.48433855  0.98717266
  0.4334195   0.5020543  -1.1193796   0.27044448 -0.4676516   0.7419481
 -0.5648694   0.91536564 -0.21997115  0.04473097 -0.42985097 -0.06227583
  0.7261299   0.03660225]"
3420,...And Justice for All,Drama Thriller,1979.0,N,...And Justice for All,'lawyers',"[ 0.00117295 -0.03224208 -0.04380056  0.04754624 -0.00828459  0.00229418
  0.00535018 -0.04214734  0.0047604   0.0429633   0.03473765  0.01343238
 -0.01128869 -0.04566047 -0.02775684  0.00207106 -0.00611005 -0.00217614
  0.00289266 -0.03061485]"
3421,Animal House,Comedy,1978.0,N,Animal House,"'college', 'TOGA'","[ 0.01100943 -0.02364234  0.01929091  0.0002874   0.03229881  0.04917887
  0.00505439  0.02512677  0.01194007 -0.0355266   0.02896481 -0.04696848
  0.04920354  0.03611032 -0.00812811  0.03884243  0.0258937   0.03906152
 -0.04457895 -0.01731691]"
3424,Do the Right Thing,Drama,1989.0,N,Do the Right Thing,"'racism', 'great cinematography'","[-0.34417734  0.0641045   0.23205748  0.12670256  1.182952    0.37064803
  0.9756838   0.77919513 -0.95413625  0.32550594  0.00799017  0.39671957
  1.6471001   1.3202757  -0.6680675  -0.3921397   0.12538807 -1.1588931
  0.18594141  0.09436718]"
3429,Creature Comforts,Animation Comedy,1989.0,N,Creature Comforts,'aardman',"[-0.01219727 -0.01963606 -0.00743291 -0.0028517   0.02410312 -0.01076002
 -0.04788281  0.02754897 -0.02832174  0.04634016  0.00233111 -0.02799516
  0.01023303  0.01236202  0.02969823 -0.01177334  0.03078932 -0.01736234
 -0.04209761  0.04783384]"
3435,Double Indemnity,Crime Drama Film-Noir,1944.0,G,Double Indemnity,'Insurance',"[-0.00590901 -0.03798147  0.03560274  0.02999996 -0.00671767 -0.03797207
 -0.02178192 -0.02413762 -0.02555307 -0.03417482 -0.01587507  0.005318
 -0.01240872  0.00976669 -0.03417187  0.03508486 -0.0313745   0.03772188
  0.02510903  0.00329728]"
3447,"Good Earth, The",Drama,1937.0,G,"Good Earth, The",'Pearl S Buck',"[ 1.0711716  -0.04757252  1.0318553  -0.79034096  1.0829875  -0.86040133
  1.1491871   0.2616472  -0.3994944   0.35022727 -0.45232007  1.051853
  0.60076404  0.10519077  0.24562527 -0.36831844 -0.0209749  -0.88869345
  0.78824687  0.8990633 ]"
3451,Guess Who's Coming to Dinner,Drama,1967.0,G,Guess Who's Coming to Dinner,"'racism', 'Hepburn and Tracy', 'prejudice', 'interracial marriage'","[ 0.43923256  0.31403473 -0.7642252  -0.61963755 -0.09598511 -0.03526109
  0.948387    1.3283949  -1.8760426   1.1252763  -1.7045277   0.594769
 -0.8178896   0.7085774   0.17722294  0.2741613  -0.9514769  -1.4191085
  0.29796678  0.20650946]"
3456,"Color of Paradise, The (Rang-e khoda)",Drama,1999.0,B,"Color of Paradise, The (Rang-e khoda)",'In Netflix queue',"[-0.3013989  -0.07254265  0.59208167 -0.2514577   0.6837164   0.22731411
  0.19645594  0.6172256  -0.4716875   0.44616708 -0.28916022  0.03736012
  0.42167214  0.3065445  -0.07799556 -0.6469939   0.15325585  0.10910205
 -0.14853528  0.63539404]"
3461,Lord of the Flies,Adventure Drama Thriller,1963.0,G,Lord of the Flies,'island',"[ 0.02512729 -0.03754401  0.03337441  0.04767398 -0.00290233 -0.02958155
  0.03487565  0.03732631 -0.04948815 -0.0438165  -0.04416812 -0.03205974
  0.01435244 -0.00705356 -0.02104199  0.04096876  0.04939763 -0.03204364
  0.01934343 -0.02246576]"
3462,Modern Times,Comedy Drama Romance,1936.0,G,Modern Times,'factory',"[-0.0256471  -0.01937603 -0.04116501  0.02704472  0.01677664  0.03096595
 -0.04956614  0.0272902   0.01989207  0.03380375  0.00390468  0.00624596
  0.00067495 -0.02971101  0.03392236 -0.00302961 -0.03918805 -0.00894684
  0.01167596  0.009554  ]"
3468,"Hustler, The",Drama,1961.0,G,"Hustler, The",'pool',"[ 0.03903242 -0.0283555  -0.02713323 -0.00865643 -0.0043549   0.03902885
 -0.03837231 -0.0262328   0.04248433  0.03350643 -0.02292594 -0.0023727
 -0.02634797 -0.04313856  0.02599663  0.00206602  0.03480005 -0.04085531
  0.0069059  -0.03335542]"
3469,Inherit the Wind,Drama,1960.0,G,Inherit the Wind,"'evolution', 'religion', 'court'","[-0.0042983  -0.02937036  0.0452152  -0.04556498  0.01852303 -0.03493635
  0.03609402 -0.0104845  -0.02346671 -0.02968557  0.02580309  0.00330656
 -0.04301988  0.03867923  0.04435876 -0.02878451  0.00557096 -0.00202173
 -0.04530318  0.02560128]"
3475,"Place in the Sun, A",Drama Romance,1951.0,G,"Place in the Sun, A",'class',"[ 0.02360858  0.0321279  -0.04615817 -0.00019968  0.04961397  0.03217135
 -0.02701789  0.02708382 -0.01251258  0.00101768 -0.03712729  0.04696794
 -0.00099155 -0.0116894  -0.00243887 -0.03596199 -0.02169278 -0.02556593
 -0.01793601  0.04475363]"
3481,High Fidelity,Comedy Drama Romance,2000.0,C,High Fidelity,"'music', 'Nick Hornby'","[-0.27547556 -0.8031374   0.78849465 -0.52631456  1.080097    1.006953
 -0.3846624   1.1231418   0.03983646  1.5959886  -0.34767744 -0.50178885
  0.45635885  0.61152244  0.11443634 -0.66751915  0.22002381 -0.9659422
  0.6413218  -0.6278545 ]"
3489,Hook,Adventure Comedy Fantasy,1991.0,B,Hook,'Peter Pan',"[ 0.52976906 -0.74474305  0.9988619  -1.2653751   0.44141686  0.8065809
 -0.35080582  0.36246935 -0.6895963   0.34192052 -1.1887742   0.23454484
  0.4979196   1.0824245   0.28899696 -0.33694002 -0.00907683 -1.411021
 -0.71438354 -0.5096081 ]"
3498,Midnight Express,Drama,1978.0,N,Midnight Express,'In Netflix queue',"[-0.3181665   0.04848051  0.5192226  -0.21651246  0.73269427  0.22914015
  0.1509241   0.664497   -0.40622434  0.44393715 -0.37755203 -0.00395482
  0.48530573  0.30684853 -0.12163133 -0.59893024  0.1273947   0.2118212
 -0.19765963  0.4521722 ]"
3499,Misery,Drama Horror Thriller,1990.0,B,Misery,"'scary', 'horror', 'claustrophobic', 'tense', 'stephen king', 'thriller', 'suspenseful'","[-0.14880258 -0.10808121  0.5377059  -1.1243346  -0.40916824 -0.08742642
  0.08465464  0.29378283  0.05055367  0.8990006  -0.8679178   0.69562024
  0.6923447   0.7701269  -0.02095571 -0.75425667  0.7058756  -0.48519465
 -0.04726392  0.15108682]"
3502,My Life,Drama,1993.0,B,My Life,'death',"[ 0.04649239 -0.04292114 -0.01099057 -0.01877271 -0.00718356 -0.01496062
 -0.01829463 -0.01713275 -0.04620992 -0.0356809   0.01352131 -0.03461723
  0.0258026  -0.01524214 -0.00331832 -0.04641119 -0.02148563 -0.01047696
 -0.04576045  0.03064628]"
